06/21/2024, 18:46:17;0x09aad4be00f2dfc15ce4c7cd824ab02af0663ddffa42c00c2b59dbb05ee76b44;210879;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0x91af40fb8aa37e4a246d8b9f8df86318a8b917123979459857ea2137ca6650f8;210880;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0x465c2d9f708a1de2720c0ebe6d0e9e7376e8f73b983479d6d816a5f12bde286c;210881;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0xf82a872ede8d0022d597e47a139c99a834618d945c0e8c2a07d7f611447629a4;210882;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0xced2d46635b87d4da1e2ad502e625198dd67441586a8b4abcb38018436177e5f;210883;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0x53d7bfad6bc0c19c6a860a33a628512d84063eaf3c7074c8e6ac7305c9f5f7df;210884;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0xede544beda9100f11e2d8302f87f84ee648bfd1e7b551a9767811d4a3abb585b;210885;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0x2cd53c85dc6823a7266af4c1e6f9513895a994c451fd3630782f52fa4a1a5200;210886;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0xf1bcacda901748565a9583a179ea67895f5fd86c07438dc6f31869880e6673ef;210887;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0xfe786dea8207ded4039a8fe9e6a0c20d568be4cda07d5b161095d6278c8b7cc6;210888;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0xd02dd570f516e5bfbcaf16ed3267304216f7a178973045e7bd253fc720f886e3;210889;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0xbec5a4d08946b7cd82f8c7204f0c27ac70d4370acf03552b932c2662a2c90d64;210890;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 18:46:17;0xd263d9a03bb0db7403a9768a6072c2f163b419cd3e143073ec3962c0afd52d86;210891;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
